Product,Brand,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Motorola,Mean than one effort sort single fund government.,17242,18-04-2023,14-05-2023,7,Christina Johnson,East Joshua,South,Snapdragon 7 Gen,Snapdragon 7 Gen,16GB,128GB,N/A
Mobile Phone,Realme,Cultural writer fast too fund law.,107346,23-01-2025,31-01-2025,8,Nancy Reyes,Karafort,West,Samsung Exynos,Samsung Exynos,8GB,1TB,N/A
Laptop,Microsoft,Late success new buy fast wall guy last sing manage road.,141567,23-05-2023,01-06-2023,8,Hunter Colon,Rogerborough,South,Ryzen 7,Ryzen 7,16GB,256GB,512GB
Laptop,iQOO,Grow computer agency drive small front across.,130540,08-11-2024,26-11-2024,4,Cory Figueroa,East Jenniferbury,South,i3,i3,6GB,128GB,256GB
Mobile Phone,OnePlus,Those year wonder manager concern term whether last organization.,120243,14-11-2024,21-11-2024,6,Veronica Cruz,Richardville,East,Snapdragon 7s,Snapdragon 7s,16GB,1TB,N/A
Mobile Phone,Google,Analysis home part central station option oil.,41985,25-05-2023,16-07-2023,4,Robert Thomas,Port Ronald,West,Samsung Exynos,Samsung Exynos,4GB,1TB,N/A
Laptop,Nokia,Sort music produce everybody economic size water perhaps station less soon area.,115079,24-04-2023,07-06-2023,7,Bryan Benjamin,Samuelton,East,i5,i5,16GB,512GB,2TB
Mobile Phone,Huawei,Author professor cultural style form cup take peace fight.,50376,05-01-2024,17-01-2024,2,Sharon Keith,South Regina,South,MediaTek Helio,MediaTek Helio,12GB,64GB,N/A
Mobile Phone,Google,Of somebody almost contain read without.,97241,12-06-2023,02-07-2023,10,Gina Mitchell,West Sarahside,South,MediaTek Dimensity,MediaTek Dimensity,32GB,512GB,N/A
Mobile Phone,Apple,Democratic threat born my deal that thank nice claim.,35757,08-01-2025,20-02-2025,7,Gary Wallace,Zamoratown,South,Apple A-Series,Apple A-Series,4GB,256GB,N/A
Laptop,Vivo,Out that trouble college approach tough whole Republican.,31065,03-03-2025,21-04-2025,8,Alyssa Baker,Port Luis,East,Ryzen 3,Ryzen 3,6GB,1TB,256GB
Laptop,Samsung,Meet war different fall relate effort.,58921,08-03-2024,08-04-2024,4,Lisa Novak,Jasonmouth,North,i5,i5,32GB,256GB,256GB
Mobile Phone,HP,Form send maybe card believe stock wind.,47659,19-09-2023,25-10-2023,10,Michael Padilla,Vargasberg,North,MediaTek Dimensity,MediaTek Dimensity,6GB,512GB,N/A
Laptop,OnePlus,Word now operation try course material coach deep table.,162129,08-02-2024,12-02-2024,5,Sharon Schneider,West Jon,East,Ryzen 7,Ryzen 7,6GB,1TB,256GB
Laptop,Nokia,She religious seem people couple determine truth.,11259,28-07-2023,06-08-2023,1,Brooke Williams,Samuelmouth,North,i9,i9,8GB,128GB,256GB
Mobile Phone,Apple,Leg increase this agent skill director that group.,97837,05-04-2023,22-04-2023,8,Danielle Love,Adamstad,East,Samsung Exynos,Samsung Exynos,16GB,1TB,N/A
Laptop,Asus,Since southern beautiful region third professor here away seek doctor.,170020,06-04-2023,28-05-2023,7,Mark Vaughn,Hallborough,Central,i3,i3,8GB,256GB,2TB
Mobile Phone,Huawei,Eat change difference apply here either oil current town war despite sing.,16077,17-03-2025,30-04-2025,8,Jennifer Garcia,East Jeffrey,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,6GB,512GB,N/A
Mobile Phone,Asus,Claim fear not board current home north public ground before.,26707,25-04-2024,16-05-2024,10,Harry Dickerson,West Christopherside,South,Snapdragon 7 Gen,Snapdragon 7 Gen,4GB,1TB,N/A
Mobile Phone,iQOO,His half organization air much such hope since body particularly design.,39736,27-07-2024,17-09-2024,7,Gina Ramirez,New Jamieland,West,MediaTek Dimensity,MediaTek Dimensity,4GB,128GB,N/A
Mobile Phone,Toshiba,Close total never seek sell herself.,21964,18-02-2025,29-03-2025,1,Victor Jackson,Patriciaberg,South,MediaTek Dimensity,MediaTek Dimensity,6GB,128GB,N/A
Laptop,Apple,Something politics wrong common either performance party since form charge moment.,167653,04-09-2023,25-10-2023,5,Nicholas Johnson,South Ashley,South,i9,i9,4GB,64GB,2TB
Mobile Phone,Samsung,Customer Democrat game rule investment before value accept still.,105102,14-06-2024,22-07-2024,10,Kimberly Jordan,East Stacy,South,Apple A-Series,Apple A-Series,12GB,128GB,N/A
Mobile Phone,iQOO,Around draw and positive red natural.,51212,05-04-2024,10-05-2024,9,Joseph Ray,West Courtneymouth,East,Snapdragon 8 Gen,Snapdragon 8 Gen,4GB,128GB,N/A
Mobile Phone,Lenovo,Three professor exist we drop nice second policy everyone suggest.,40409,13-12-2023,23-01-2024,7,Omar Ford,Edwardstad,West,MediaTek Dimensity,MediaTek Dimensity,16GB,128GB,N/A
Laptop,Realme,Improve black before development resource order blood case.,62742,03-08-2024,31-08-2024,10,Tonya Frank,Port Patriciaburgh,West,i7,i7,4GB,64GB,256GB
Mobile Phone,Toshiba,Little low instead oil soon along direction.,70133,23-03-2023,13-04-2023,7,Troy Ramos,East Bryan,South,Snapdragon 7s,Snapdragon 7s,16GB,128GB,N/A
Laptop,Apple,Arm politics situation rock speak attention around back finish answer attention.,62252,21-06-2023,19-08-2023,4,Martha West,East Pamela,West,i3,i3,12GB,512GB,2TB
Mobile Phone,Sony,Company oil impact cup instead quality above risk west study store analysis.,162115,02-01-2025,23-01-2025,10,Christopher Wong,East Andrewport,Central,Snapdragon 7s,Snapdragon 7s,12GB,1TB,N/A
Mobile Phone,Huawei,Watch situation such five own more perhaps street hit environment enough more.,104307,06-11-2024,19-11-2024,7,William Harrell,New Patrick,North,Apple A-Series,Apple A-Series,8GB,256GB,N/A
Laptop,Realme,Scientist into too series often eat.,140319,04-07-2024,18-08-2024,9,Michael Prince,Port Jeffrey,North,i5,i5,16GB,1TB,1TB
Laptop,HP,Social building recent between child cell back forget draw.,198848,12-07-2024,05-08-2024,8,Rachel Davis,South Kristen,West,i7,i7,8GB,64GB,512GB
Mobile Phone,Apple,Price be become place trade run national step picture song attack man.,184470,13-02-2025,13-04-2025,3,John Oneal,Pacemouth,West,Snapdragon 7s,Snapdragon 7s,16GB,1TB,N/A
Mobile Phone,Redmi,Break summer degree hear seat live question thank thought star agreement generation.,124135,13-02-2025,22-02-2025,4,Kyle Jacobson,South Rachelville,South,Apple A-Series,Apple A-Series,16GB,512GB,N/A
Mobile Phone,Nokia,News hope owner least experience certainly suffer ball.,47093,15-12-2024,13-02-2025,8,Brett Cook,East Jasonport,West,Snapdragon 8 Gen,Snapdragon 8 Gen,32GB,512GB,N/A
Mobile Phone,iQOO,Amount nice doctor these term article college know several prove.,42347,12-07-2024,02-09-2024,8,Darlene Jones,South Jennifertown,East,Snapdragon 7s,Snapdragon 7s,32GB,512GB,N/A
Mobile Phone,Microsoft,Strategy design fight who boy cause little always in form performance.,27052,05-10-2023,24-11-2023,2,Jennifer Mitchell,Lake Gracestad,South,Snapdragon 7s,Snapdragon 7s,8GB,128GB,N/A
Laptop,Apple,Front admit relationship customer owner suggest.,163334,06-08-2024,14-08-2024,10,Andrew Salinas,East Jonathan,West,i9,i9,12GB,64GB,512GB
Laptop,Acer,Brother morning provide present man wear several add impact.,37933,10-02-2025,24-03-2025,2,Alicia Cuevas,New Kenneth,Central,i3,i3,4GB,256GB,256GB
Mobile Phone,Nokia,Beautiful like TV information age nation down institution someone Mrs party safe fish.,74621,17-03-2025,12-04-2025,10,Rachel Wells,New Ashley,South,Samsung Exynos,Samsung Exynos,4GB,128GB,N/A
Mobile Phone,Nokia,Service person hit black seven as.,78052,05-11-2023,02-12-2023,6,Sarah Bennett,Cooperborough,West,Snapdragon 7 Gen,Snapdragon 7 Gen,16GB,1TB,N/A
Laptop,Toshiba,Into subject state born let whole board fact.,66426,23-12-2023,10-02-2024,4,Kimberly Ross,East Brian,South,i3,i3,4GB,128GB,512GB
Laptop,Sony,Go hundred among research help blood.,151158,16-05-2024,19-05-2024,8,April Davis,North Aliciamouth,West,Ryzen 9,Ryzen 9,6GB,64GB,256GB
Mobile Phone,Redmi,Sport development capital strong pull appear large with reality stock.,158484,10-10-2024,17-10-2024,7,Paul Morales,Mossland,North,Samsung Exynos,Samsung Exynos,32GB,256GB,N/A
Mobile Phone,HP,Offer amount enter agency indeed coach her.,196017,13-09-2023,19-10-2023,1,Molly Frank,North Cynthia,Central,Samsung Exynos,Samsung Exynos,8GB,512GB,N/A
Laptop,Redmi,The size spring play research reflect human trade senior challenge call.,78738,28-03-2024,12-04-2024,9,Gregory Mercado,Hollowayport,East,Ryzen 9,Ryzen 9,6GB,1TB,256GB
Mobile Phone,Asus,Painting peace similar condition fine lose.,120630,11-03-2025,03-05-2025,10,Sara Perez,Austinfort,North,Snapdragon 7s,Snapdragon 7s,6GB,256GB,N/A
Laptop,Redmi,Gas turn usually current human front middle color.,179717,27-07-2024,10-09-2024,2,Aaron White,Port Nicholas,East,i9,i9,12GB,512GB,1TB
Laptop,Redmi,President special around society sure step half hand community.,85076,22-09-2024,15-10-2024,7,Sarah Martin,Hicksstad,East,Ryzen 5,Ryzen 5,16GB,128GB,256GB
Laptop,Sony,Marriage start save past dark father later probably class visit alone despite shoulder.,142818,11-02-2024,21-02-2024,4,James Wong,North Ashleystad,Central,Ryzen 3,Ryzen 3,8GB,256GB,256GB
Laptop,Huawei,Fear goal far mouth political knowledge system truth his cover man place day.,37989,12-03-2024,23-03-2024,3,Anna Brown,Jerrystad,Central,i3,i3,4GB,512GB,2TB
Mobile Phone,Lenovo,Agree third low through writer teach try like.,110680,06-12-2023,26-01-2024,2,Katherine Brock,Fryemouth,Central,Snapdragon 7 Gen,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,HP,Hair base near success story American cause out agree.,76728,08-12-2023,26-12-2023,1,Paul Frost,Stanleyland,West,Ryzen 5,Ryzen 5,6GB,64GB,256GB
Mobile Phone,Samsung,Player particular American occur resource later everyone business thus with worker.,135772,17-01-2024,04-02-2024,5,Jason Elliott,New Dana,East,Snapdragon 7s,Snapdragon 7s,12GB,64GB,N/A
Mobile Phone,OnePlus,Management follow site consumer check stand service environmental.,188989,10-08-2023,28-09-2023,6,Steve Marshall,Jonesside,North,Snapdragon 7 Gen,Snapdragon 7 Gen,12GB,512GB,N/A
Laptop,Samsung,Republican president image control kind approach learn tell.,171715,24-10-2024,15-11-2024,4,Joanna Hawkins,Waltersville,Central,Ryzen 7,Ryzen 7,12GB,512GB,2TB
Mobile Phone,Dell,Stay front speech check fast pretty rich fall fill.,7328,01-12-2023,29-12-2023,10,Wesley Gomez,Lake Howard,South,Snapdragon 7s,Snapdragon 7s,12GB,1TB,N/A
Mobile Phone,OnePlus,Collection turn modern able executive order government finish attention.,129763,15-10-2023,11-12-2023,10,Denise Hamilton,Fraziermouth,North,Apple A-Series,Apple A-Series,8GB,256GB,N/A
Mobile Phone,Realme,Rule total song fire measure so whom hold structure data green effect evidence.,28002,12-05-2023,02-07-2023,3,William Mcdaniel,South Nancy,North,MediaTek Dimensity,MediaTek Dimensity,16GB,256GB,N/A
Laptop,Huawei,Resource perform raise color you born trial.,108841,15-04-2024,06-05-2024,4,Patrick Collins,Sparkshaven,West,Ryzen 5,Ryzen 5,16GB,128GB,1TB
Laptop,Asus,Peace explain life beat attention fact later eye involve marriage.,13130,29-04-2023,13-06-2023,1,James Costa,Justinland,Central,i9,i9,6GB,1TB,256GB
Laptop,HP,Ten several film nothing prove first out eat kid adult test recent behavior.,35774,01-03-2024,23-04-2024,3,Tracy Valdez,Jenkinschester,South,Ryzen 5,Ryzen 5,16GB,512GB,256GB
Laptop,Motorola,Yard always think bar art garden wait.,197113,26-08-2024,31-08-2024,10,Mark Sherman,New Ethanview,Central,i9,i9,16GB,64GB,2TB
Laptop,Nokia,You phone check glass several lay explain.,77817,29-10-2024,05-11-2024,5,Lori Buchanan,West Johnton,North,Ryzen 9,Ryzen 9,12GB,256GB,512GB
Mobile Phone,Realme,Talk past door brother crime pressure who region trip professor they.,20635,16-12-2024,31-01-2025,4,Miguel Hernandez,North Joshua,South,Samsung Exynos,Samsung Exynos,12GB,128GB,N/A
Mobile Phone,Apple,Deep hotel wrong every reason people summer customer that.,169998,12-07-2024,13-08-2024,8,Lisa Savage,East Ernest,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,16GB,64GB,N/A
Laptop,Microsoft,Group leave year when staff what low evidence well each top.,129863,12-10-2023,15-11-2023,3,Travis Watson,Lake Rebeccafort,East,Ryzen 3,Ryzen 3,12GB,256GB,512GB
Laptop,iQOO,Herself meet close always up write morning any suffer teacher design.,98036,20-10-2024,29-11-2024,8,Danielle Thompson,West Michaelfort,North,Ryzen 7,Ryzen 7,4GB,512GB,2TB
Laptop,iQOO,Live environmental company tell prevent specific enjoy when reflect toward.,81886,27-12-2024,28-12-2024,8,Melissa Perez,Brittanyborough,West,i9,i9,32GB,512GB,1TB
Mobile Phone,iQOO,Class special watch task thus budget culture.,121903,19-08-2023,17-09-2023,4,Christian Collins,Hallchester,Central,Apple A-Series,Apple A-Series,16GB,512GB,N/A
Mobile Phone,Huawei,Truth rate discuss catch need push particularly choice specific course many also.,142620,25-01-2024,05-03-2024,8,Brittany Carroll,West Mistyville,Central,Samsung Exynos,Samsung Exynos,32GB,512GB,N/A
Mobile Phone,OnePlus,Box say middle enjoy moment evening mission enough choice.,139458,03-02-2024,11-03-2024,5,Taylor Smith,West Lance,Central,MediaTek Dimensity,MediaTek Dimensity,6GB,64GB,N/A
Mobile Phone,iQOO,Tough generation myself want focus significant create.,113708,12-07-2023,22-08-2023,10,Jay Turner,Michaelstad,West,Snapdragon 8 Gen,Snapdragon 8 Gen,4GB,256GB,N/A
Laptop,Vivo,While large environmental support plan ever across itself reduce.,88426,28-06-2023,05-07-2023,10,Jonathan Barnett,East Michaelmouth,East,i7,i7,32GB,512GB,2TB
Laptop,Apple,Hundred second eye generation member move evidence second reflect.,67327,12-03-2024,20-03-2024,1,Ethan Thompson,Pamelaburgh,North,i3,i3,16GB,512GB,2TB
Mobile Phone,Acer,Off make party customer reflect enough up century call behavior group.,165039,26-02-2024,17-04-2024,4,Maria French,New Jillchester,North,MediaTek Dimensity,MediaTek Dimensity,8GB,512GB,N/A
Laptop,Asus,Room policy could by social financial high much fall cut beat.,191714,11-11-2023,10-12-2023,3,Sharon Martin,North Ashley,South,i9,i9,6GB,128GB,1TB
Mobile Phone,Realme,Former more not edge meet respond draw culture top behind wide.,34042,25-08-2023,18-09-2023,6,Sharon Stanley,South Patricia,West,MediaTek Dimensity,MediaTek Dimensity,32GB,256GB,N/A
Laptop,Samsung,Common fill approach brother actually perform feeling several door magazine training option.,160685,24-02-2025,19-04-2025,1,Kimberly Reynolds,Masonmouth,West,i7,i7,12GB,512GB,2TB
Laptop,Asus,Class other present option various respond grow peace very anything.,75542,06-09-2023,11-09-2023,8,Courtney Baxter,East Lauren,South,i9,i9,6GB,512GB,1TB
Mobile Phone,Acer,Represent almost here million recently author size.,158481,08-02-2024,10-03-2024,4,Christopher Baker,Williamland,South,Snapdragon 7 Gen,Snapdragon 7 Gen,8GB,512GB,N/A
Mobile Phone,Nokia,Arrive every war throughout seven behind unit wrong his win system gun science.,88903,30-04-2023,07-05-2023,8,Maureen Simpson,Lake Michelleburgh,South,Samsung Exynos,Samsung Exynos,6GB,1TB,N/A
Mobile Phone,Google,White everyone threat amount word evidence cold tend thus including hard.,142508,12-11-2024,06-01-2025,4,Victor Brown,South William,South,Snapdragon 8 Gen,Snapdragon 8 Gen,8GB,512GB,N/A
Laptop,Huawei,Page strong war develop condition late top choice.,127480,08-09-2023,08-10-2023,3,Jacqueline Bailey,Pooletown,North,i5,i5,32GB,128GB,2TB
Mobile Phone,Realme,Stuff senior best environment today might sing blue and recently.,175189,10-04-2024,27-04-2024,4,Latoya Tanner,West Michaelmouth,Central,Samsung Exynos,Samsung Exynos,16GB,1TB,N/A
Mobile Phone,Toshiba,Real bill military scientist federal become various sit take than protect theory cup operation.,193388,22-08-2024,18-10-2024,6,Daniel Smith,East Diana,East,MediaTek Helio,MediaTek Helio,8GB,64GB,N/A
Laptop,Toshiba,His research bit determine citizen second significant figure discuss oil interest bank theory.,39927,17-12-2023,07-02-2024,9,Katie Wood,Janetton,East,Ryzen 9,Ryzen 9,4GB,1TB,2TB
Mobile Phone,Motorola,Thing suggest answer probably protect out.,27073,10-05-2024,31-05-2024,2,Evelyn Franklin,Melissaside,Central,MediaTek Dimensity,MediaTek Dimensity,4GB,256GB,N/A
Laptop,Acer,Especially address of summer stand authority series task throughout station.,193168,05-02-2024,26-02-2024,9,Sean Barron,South Lisafurt,North,i7,i7,6GB,512GB,2TB
Laptop,iQOO,Commercial ever trip spring role write.,89432,10-09-2024,16-09-2024,8,Jennifer Anderson,Port Tonya,North,Ryzen 9,Ryzen 9,6GB,1TB,256GB
Laptop,HP,Sing soldier think per although tonight surface.,166327,22-12-2023,03-01-2024,4,Sandra Mccann,Lake Douglasstad,East,i9,i9,12GB,512GB,256GB
Mobile Phone,Dell,White be paper side per exist school address.,130622,09-05-2024,19-06-2024,7,Jesus Chapman,Barnettfurt,North,Samsung Exynos,Samsung Exynos,4GB,1TB,N/A
Mobile Phone,Samsung,North what opportunity military article final.,46651,24-03-2023,04-04-2023,10,Vanessa Riley,West Christinetown,North,Apple A-Series,Apple A-Series,4GB,256GB,N/A
Laptop,Oppo,Bill happen or wide the rule meet pick nature fly throughout us him.,8783,20-01-2025,26-01-2025,4,Christy Reynolds,East Samanthaside,Central,i7,i7,6GB,128GB,512GB
Mobile Phone,Oppo,Provide black from lawyer billion drive alone loss structure.,180944,06-11-2023,12-12-2023,4,Felicia Jones,Forbestown,South,MediaTek Helio,MediaTek Helio,4GB,64GB,N/A
Mobile Phone,Realme,Something use economy good difficult top case court right stock better unit.,132203,17-11-2024,09-12-2024,5,Joshua Greene,South Angelshire,North,Snapdragon 8 Gen,Snapdragon 8 Gen,6GB,512GB,N/A
Laptop,HP,Opportunity me economy issue cause miss return service reflect itself find set sit.,191847,15-07-2024,06-08-2024,4,Michael Mccullough,Carloshaven,West,i7,i7,8GB,512GB,2TB
Mobile Phone,Google,Loss second realize product indeed morning fast direction by pressure.,94142,18-06-2023,03-07-2023,5,Dean Hampton,Alexanderland,East,Snapdragon 7 Gen,Snapdragon 7 Gen,16GB,128GB,N/A
Mobile Phone,Huawei,Once bring risk try forward section.,198264,21-04-2024,16-06-2024,8,Kimberly Fuller,South Mariaton,South,MediaTek Dimensity,MediaTek Dimensity,32GB,256GB,N/A
Laptop,Samsung,Other red region catch pick several class direction when effect physical.,67446,28-08-2023,15-10-2023,3,Cody Terrell,Kimberlybury,Central,i7,i7,6GB,256GB,1TB
Mobile Phone,Samsung,Certain arm whether special mean hear all the brother conference high material past.,178906,05-05-2024,09-05-2024,2,Mrs. Elizabeth Delgado PhD,Michelemouth,Central,Samsung Exynos,Samsung Exynos,6GB,128GB,N/A
Mobile Phone,Realme,Available language evening space force notice hospital as her glass.,46599,27-03-2024,18-04-2024,6,Ryan Yang,North Alexanderfort,North,Snapdragon 7s,Snapdragon 7s,16GB,64GB,N/A
Laptop,Realme,Large hard human key morning along level prepare.,137324,29-07-2024,05-08-2024,8,Christopher Tucker,West Zacharyfort,Central,i7,i7,12GB,256GB,512GB
